"mod_notpu_v","mod_notpu_j","mod_tpu_v","mod_tpu_j","tpu_only_mod","mod_notpu_nol6_v","mod_notpu_nol6_j","mod_tpu_nol6_v","mod_tpu_nol6_j","mod_nd_notpu_v","mod_nd_notpu_j","mod_nd_tpu_v","mod_nd_tpu_j"
1.78125765436338,7.07796718276411,0.174897615902662,2.97524532192378,1.47659305664062,2.01977701082564,6.72027493245032,0.355950776629561,5.93510923653469,1.54118632039585,4.61941960546594,1.00677216927506,4.46525612152348
2.25003809272437,5.95688757182381,0.186305223289011,3.79408165417889,2.09557346402945,1.3557403126936,8.88144966672633,1.90587023707441,4.66597649400958,1.5405394881995,0.826338575781742,0.59638613277482,5.43500658420074
1.67879292823828,9.27625176043664,0.89186195308281,4.04634192251801,1.61086672766473,0.187830484634888,5.30645191460783,0.79379309342092,4.36334953848045,0.486217820619057,2.82032691652233,-0.465061967610913,4.80721443072273
1.14794530169883,6.57013423459848,1.28344855473657,6.84666715549494,1.87623197809698,2.19016149369893,13.073527163157,0.592692324893474,4.85696615134603,1.65797328665286,2.59016527892703,0.826133905088116,4.39428895300611
2.53963533100078,9.23455474651936,0.896896193205689,6.25811392549915,1.80253002168743,1.63894039280201,4.75456688846376,-0.0721603981760471,5.31476226443658,0.930980914849332,4.01641478292797,1.09107858863105,5.6185968475403
1.43531263046562,16.884527738193,1.34574395756722,3.75620997524083,2.37871427068103,1.44037105249598,7.45533464043524,0.245455050728324,4.60493880294906,1.91881879020031,5.1260741265951,-0.0704666276272463,2.90141007753344
0.893041743827939,6.10878605314196,-0.592404604538726,5.00086579239158,2.484638485529,1.61761122370948,9.70535038179239,2.05832308741636,3.52529241128753,2.45130426559687,4.09899370153715,1.42604809077122,6.04600755183604
0.838568974555087,14.2940484182645,1.2097725345441,5.74237462987221,2.04476166708573,1.53423450217483,8.00054624967401,0.56090376740696,5.85241724387317,0.588249634562849,3.78040308265953,1.08683719405337,3.91208073955144
1.50088015806021,11.4599252049062,0.313690453926441,5.60773908948676,1.65105522437797,0.89133644789572,9.47901103488039,-0.0373749012708822,4.55840194523987,1.03064333420688,3.60560981957594,-0.804479036340755,3.95194588769892
1.95770948263327,6.84153064178446,0.933638404966685,5.01224005439177,2.15037010514251,0.815134618844151,6.16884159658862,0.395057666780036,5.23779047307205,1.67130719906585,5.15253494741297,1.3112455732057,3.27461686792173
1.07259236212808,8.28494132293074,0.134932149144658,6.03715279955208,2.35977908987243,0.966960888436293,14.484866191399,0.45307683204125,4.86097241013371,2.07000930197722,4.04350230783998,1.26547152550755,4.66112254198126
2.84758403043266,9.19195617566513,1.27870726383119,5.21828303641998,2.15170434808987,3.20316241098837,6.83501624711147,1.54559036334938,3.51993553508568,1.83802002877585,4.41263113350748,1.51330414222239,2.80101041858464
1.38388628046906,14.2258336206958,0.0851412550785371,2.71142779280503,1.79617591168621,2.16696034038458,11.3355761774283,1.25539607031691,5.65829102702647,1.99982952820885,5.32495303401874,1.0178825212206,3.41420159500992
1.9364210918726,13.3331286247922,0.404580768171582,4.74304943399155,1.89942920918503,1.99444602774564,5.46212435756085,0.974107846618725,3.82779107295847,1.72005560412681,3.63264608628808,0.853202895669981,4.76146504801188
0.87604366200673,5.51269144348717,0.99629601020709,7.54712681021478,1.98110758981872,1.7097058665125,8.25970634233888,0.137701509066916,4.16887478464041,0.612430321064766,4.41570737218796,1.07551467070962,4.71730558961832
1.13306504025608,7.05243181299401,0.957518502071288,6.47846745714273,2.3143128047083,1.613789421698,10.6739008011462,0.330655074566377,5.86997653534278,1.08356263835415,4.26146064232623,1.19362513131031,4.3588691948725
1.5033010247281,8.62814606977337,0.174724581020185,4.74309201375428,2.34020680724236,1.45907058336843,6.43062065280881,-0.204287257688747,4.54689644092136,0.968398758069408,2.93776961980651,0.892341099518533,4.73015692812173
1.7836159306424,9.77083041881635,0.869576032179099,4.6254201608548,1.79956623875532,0.816172806803683,8.92428738530379,0.896338593599826,5.63995685279578,1.23354243928568,5.3903071954628,1.53535713492814,5.43753234250131
3.51752244785626,7.5160282711679,1.734107043764,4.05021418095006,2.02596257550003,1.70878292899319,8.41899868138921,1.23458393326896,5.36566253505618,0.778523391066104,4.21649827979247,-0.110683607468441,5.48582102726183
1.90802598745562,4.88787634893366,-0.188999328313118,6.93980660609858,2.3395414322602,-0.0276828496316558,6.66857072119249,0.476469579749374,5.74926182806774,0.896410249687978,4.58713549676019,1.1445159599972,4.05022313150353
1.24852089534057,11.541009245439,0.729136411881985,4.31470016984537,2.19164479153994,1.94192711380328,10.2676717869311,0.380235727171093,5.46150057914005,0.662887034338201,4.57454322373128,0.262309425387646,5.26062470597152
1.46069099330994,13.4986342783031,0.453317536736369,4.87060043841035,1.8097105340647,1.41995267318824,7.62011478142177,0.915431295377921,3.92236877036485,1.52862889190084,3.66429397153767,1.13139093834541,6.29960150503197
