"mod_notpu_v","mod_notpu_j","mod_tpu_v","mod_tpu_j","tpu_only_mod","mod_notpu_nol6_v","mod_notpu_nol6_j","mod_tpu_nol6_v","mod_tpu_nol6_j","mod_nd_notpu_v","mod_nd_notpu_j","mod_nd_tpu_v","mod_nd_tpu_j"
0.361603644872251,-2.91425693241385,-0.235178043484167,-2.29570194665664,-0.0929500787519514,-1.14370452732591,0.283615652011471,0.778219257317186,-2.54578090413123,0.200815003728493,0.704590565761776,-0.324649374500448,0.707881589278587
0.764052904133602,1.8339365092272,0.873548848863837,-2.5017297322172,0.251282696650587,-2.39914306699787,2.52271673906462,0.188752921735722,-1.69156816338923,0.0822529760254463,0.177151318671615,-0.369524150398993,0.0420851355421448
-0.563528586725574,1.93997425951061,-0.446307832442448,-1.99419980444892,0.712222545447477,-0.35563825946095,0.177476134337007,-0.0753618169205568,-2.46871676936254,-0.650405423406018,-1.14400998588312,0.872953664595309,-1.82005381095721
-0.0592997663522682,-2.59889233381588,-0.279466704207167,-2.79459638923852,0.0245299301510937,0.820744372203493,3.0001089825011,0.0952495086494011,-2.53183020918637,-0.855730184731164,0.657497309234563,0.204762884672612,0.299876257856352
-0.183059575827058,-0.151108120362667,0.176920191637649,-2.02378641145983,0.00586044172004174,0.452003905137557,1.99226921377369,0.0404034778217501,-2.24527574587731,-0.335152949057301,-0.0890885010457043,-0.18038124496623,-2.04960975661058
-0.190072752723608,4.04070669746379,-0.43532493038789,-2.88334660855855,0.0444508608849576,0.484767552417376,0.922737332691168,-0.209301852320903,-1.88185232238788,0.127408446431743,-0.827428750708573,0.238482272299186,0.267387803194582
-0.306858495786929,2.96312274102923,0.43682478879139,-0.994515362749223,-0.222400060903167,0.62642670073257,-1.43647140283138,0.249287456659362,-0.883932593612306,1.19859072076755,-1.09503169454063,-0.822073969834981,0.481098135191712
-0.474367571321426,-3.16693703381627,-0.0449001179543931,-1.16871552270709,0.0078900915442014,-1.07450823678655,2.17825386432964,0.161582022641747,-2.69104478130662,0.543676698966673,-1.53251541767843,-0.836203841212682,1.8814088176924
-1.13277137916988,-0.44019178879721,0.657478231011214,-2.54397544953805,-0.0969406178507999,-0.186665391471337,3.69261158993498,0.00382841351652043,-1.0501786924469,0.362609910215289,-0.724917739888236,-0.301526914226374,2.08705993016642
0.266803915375039,5.55416551444031,0.500489750698626,-2.48664276135677,0.346454286934924,-0.532795401720985,-2.13026251846343,-0.131536918358801,-2.2480445937182,1.07338312120007,1.03121896292598,-0.322737745955306,-0.48862368548354
-0.400224188900945,-0.0544185509959653,0.572256363197553,-1.37521620097215,-0.0986262899039864,0.925540539204063,1.41200601832809,0.377003685166235,-1.35152227297887,0.151265013845336,-2.21674189319452,0.598333898402673,1.57778138478403
0.482098133179071,1.25615559656523,0.480657580338749,-2.04393625564906,-0.160833486265822,-0.346693227472842,-1.65740320337007,-1.04992245880523,-1.32009469678312,0.677549804921479,-3.35148831572615,-0.255471577996155,-1.29512770895006
-0.32662043002375,-1.82207382093386,0.103672841530508,-1.65180254843916,0.0924328266555325,0.0767385670655101,2.72979825995731,1.37506817464661,-1.99648551189497,0.373402061697413,-1.57573884048898,0.137233469592519,-1.90875219384961
