"Num","V_cmax","V_cmax_se","J_max","J","J_se","V_TPU","V_TPU_se","R_d","R_d_se","cost","citransition1","citransition2","V_cmax_pts","J_max_pts","V_TPU_pts","alpha","alpha_g","gamma_star25","Ea_gamma_star","K_M25","Ea_K_M","g_mc25","Ea_g_mc","Oconc","theta_J","ID","method","Data_point","meanTleaf","meanTleafK","Best_Vcmax_25C","Best_Jmax_25C"
0,28.171994796591,0.291899261249273,29.9823817891625,29.6887752413867,0.0696769597431415,1.70353431887959,0.00978855750772899,1.16980548167404,0.0373898456110309,29.1624057303485,454.87872,673.1811167,121,43,211,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6702L1","DAT","Before_DAT",31.5564640691816,304.706464069182,16.5456141574579,24.0438874334357
0,36.3713398191065,0.271866812052928,60.6770235695672,59.4178831992019,0.0347332150404064,4.73601217387981,0.0113070131020347,0.418323276340362,0.0498188505106051,36.2447614621026,653.47265,1215.8545,162,120,99,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6704L1","DAT","Before_DAT",31.3300322193878,304.480032219388,21.6297397447311,48.8325857442943
0,30.0795122310303,0.191999519867041,59.4504849538704,58.2439711528236,0.0528471879220819,4.58258029883164,0.0105535636108613,0.940286722552709,0.0482811716456724,34.0597551627656,933.50475,1372.239,231,106,42,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6704L2","DAT","Before_DAT",31.3666823469388,304.516682346939,17.8512103487552,47.816558170272
0,33.3956352167618,0.193910131637346,49.5549348547866,48.7290518288794,0.0217217764081788,1000,NA,0.872921267797796,0.0348953557094804,12.481920799285,629.69555,1489.225,166,213,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6705L1","DAT","Before_DAT",31.3833081585678,304.533308158568,19.8007958923064,39.8466904492059
0,33.6700831245215,0.214081231313436,48.0196182433118,47.2459076743965,0.0207680551345341,1000,NA,0.466942118982753,0.0373069719643035,12.1818997409461,602.08445,1472.973,155,223,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6705L1-1","DAT","Before_DAT",31.3659917091837,304.515991709184,19.9828705467616,38.6230457274026
0,40.9064029994907,0.302769347228937,55.5326038586692,54.4860795407848,0.0483625770724659,3.57638669941879,0.0070309264634975,-0.919188362145263,0.0500111897011842,33.4002923697127,541.73435,959.17805,134,91,144,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6705L2","DAT","Before_DAT",31.2869830769231,304.436983076923,24.3861283151564,44.7247354449693
0,53.1147873884101,0.344585492413491,63.9611829006635,62.5550783064323,0.383664930705729,2.7216147545394,0.0165933408639546,1.19580280955254,0.0550899359130475,85.440901551428,569.7047,701.32155,151,19,205,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6706L1","DAT","Before_DAT",31.7229246803069,304.872924680307,30.9208414580747,51.1722452473344
0,53.244924512245,0.559963382912914,68.4078295544765,66.7885499434135,0.0645236678427891,5.3172172945457,0.01387829361198,-0.198133648342979,0.111249601599663,92.7457712420241,705.45085,1516.0865,170,170,34,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6706L2","DAT","Before_DAT",31.4454356777494,304.595435677749,31.4610681530708,54.9516034629297
0,115.960925534145,0.56756132607041,125.656124348453,119.692014967149,0.20339226006128,6.12208809463161,0.012328876858108,0.805537733272557,0.0498462988905541,190.321433934406,307.65505,567.68535,89,57,233,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6707L1","DAT","Before_DAT",31.3481421227621,304.498142122762,68.8906944655952,101.097124486597
0,116.8893145235,0.523246135325013,120.968082903396,115.480426518429,0.156403474776885,6.03349096650224,0.0160322067250297,1.04343444226544,0.0383436794696175,191.946815806308,263.6758,551.83755,78,65,237,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6707L1-1","DAT","Before_DAT",31.3385902040816,304.488590204082,69.4795854500553,97.3407146479852
0,127.247824192488,1.58561054153359,130.363115883601,123.89708822578,0.505738611669072,6.28840354528836,0.0140202237851729,2.92786752838612,0.214492375401982,400.165581377795,454.04775,697.40135,128,44,207,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6707L2","DAT","Before_DAT",30.7034323469388,303.853432346939,78.5614521133701,106.174837151787
0,132.555865502881,1.15392524746402,145.653456183221,137.389328311133,0.496480306357517,6.45774801337045,0.0156562973924762,2.54425010836027,0.13580991286174,333.748546683064,390.1254,577.96705,114,35,229,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6707L2-2","DAT","Before_DAT",30.7267957033248,303.876795703325,81.7183955169771,118.569182032705
0,48.3074745990186,0.273331944319616,58.5676005930579,57.3982203771991,0.0417803878431729,1000,NA,0.608662190627115,0.0316381325858691,45.2153202051802,407.2951446,1591.270231,111,269,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6708L1","DAT","Before_DAT",31.6838249097442,304.833824909744,28.1797617200081,46.8819951703518
0,41.7046468472587,0.257865637958408,52.8686389888158,51.9239176154047,0.0237643241502948,1000,NA,1.54724135553347,0.0295262102201131,14.8910751746744,408.36353195,1568.488902,112,263,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6708L2","DAT","Before_DAT",31.9067449222901,305.05674492229,24.0520951489778,42.1995272260787
0,105.703435751883,1.22553027169983,97.6392343098099,94.189967512484,0.0904650093206609,1000,NA,2.5087000027883,0.133174038369516,216.727921794597,404.0960542,1504.227398,135,242,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L2","DAT","Before_DAT",31.6561513364103,304.80615133641,61.7510822859247,78.1879192066518
0,96.1876907715596,1.58448544284633,113.877758211483,109.067319754281,0.157811416297981,6.82646805631678,0.0124906290687329,2.07611452633267,0.235167947149995,178.301748957718,468.82510275,750.31489935,119,56,159,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L2-2","DAT","Before_DAT",31.7972438807493,304.947243880749,55.7815129620554,91.0194012760611
0,128.555076985567,0.624062450269121,127.509272000274,121.350360658336,0.042643974720755,1000,NA,2.18886795370751,0.0415388391987593,42.032197054512,242.5968,1116.697,100,273,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L3","DAT","Before_DAT",31.6889029516539,304.838902951654,74.97156370181,102.061076727436
0,84.0817614876339,1.11536941264428,60.4684862379271,59.2183754567534,0.269553871585993,5.7309877931595,0.0321365211374862,10.9445531503755,0.101674999505998,382.224129325075,359.7536336,827.94626025,134,99,137,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L6","DAT","Before_DAT",31.5991811541969,304.749181154197,49.2687228958639,48.4614259428933
0,114.572475860486,0.496621421621119,125.538583474021,119.586654299017,0.0447785214361416,8.38593226707374,0.0240301007483387,2.30410986544545,0.0413521273833796,49.937334672811,300.6168,1457.5245,100,267,3,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6709L8","DAT","Before_DAT",31.5370510103627,304.687051010363,67.3598474663585,100.702745026222
0,42.2473181868866,0.490282330420582,44.6803764796038,44.0138796985052,0.0272261168151667,3.39187766957828,0.0143502098771843,4.25347211018409,0.0358444055794573,20.8465759651545,288.17792105,1284.1109685,107,228,37,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6713L1","DAT","Before_DAT",31.8086005918926,304.958600591893,24.4860059991244,35.7066467251784
0,34.5615642527872,0.236606560006704,46.1816335458042,45.4679929480494,0.0176096484733863,1000,NA,0.848850398182218,0.0298292663998782,9.33529228576018,439.7718198,1683.024549,110,267,0,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6713L2","DAT","Before_DAT",31.6188370717391,304.768837071739,20.2305509328798,37.0010183559684
0,54.53869080112,0.348277907119932,62.2757000389407,60.9461238713827,0.0381872725456599,4.29089511445776,0.00787540600704901,3.22305231778951,0.0323837412618751,32.4074023775318,333.16345015,1388.10286,100,230,43,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6713L3","DAT","Before_DAT",31.5699686023919,304.719968602392,32.0076820095384,49.931043900147
0,39.6905358929459,0.773196548685771,29.0531312243142,28.7778237009597,0.229040181030155,0.943666200399617,0.00830810180855047,0.0536782659886491,0.0764871729902869,43.4551917872582,368.9013,517.93895,100,23,256,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6714L1","DAT","Before_DAT",31.8063784183673,304.956378418367,23.0067367559797,23.218675570095
0,41.8737764556934,1.0885077618616,14.647551123072,14.5790488012087,0.05337475786492,1.55586437379536,0.0190484931532063,0.00770055361390965,0.133206484015559,88.4088552904216,438.477,1595.0845,105,235,40,0.24,0,42.75,37830,718.4,65508.28,0.08701,0,21,0.85,"K6714L2","DAT","Before_DAT",31.2337179283887,304.383717928389,25.0389922097588,11.8076211710677
