"K6702L1_Before_DAT","Before_DAT","Charlie","31.5551127750933","31.6190375","5.361992167","7.220667366","0.405880262","271.5229891","0.001508425","396.8066667","0.0197478386076002","0.684270230029379","0.075838561","0.32272542144001","0.0761445934666667","60.0220621458133","500.149092552533","99.6671777585333","1.978917445","0.97417971817568","26.1133162346794","23.6569628130026","-1.36847057215772","15.3376551067357","18.9716995110982","5.92941208856357","124.792115482949","304.68114"
"K6704L1_Before_DAT","Before_DAT","Emmy","31.3259849606299","31.48685","6.658335","15.38856","-0.4012608","310.4332","0.002536332","404.2019","0.0214485274126608","0.768015192407557","0.1318456","0.438487830504783","0.160742060367454","60.2228184514436","500.126745406824","99.3785481364829","1.920684","0.966376629202133","40.3091151904593","63.7340949921744","-0.0341862789310628","23.976981028956","51.2963604532514","5.88845976216051","123.281384996477","304.53981"
"K6704L2_Before_DAT","Before_DAT","Charlie","31.3661042216359","31.42571","6.095425","15.09333","-0.05452939","309.1677","0.002434629","399.1302","0.019715594481571","0.774603625583832","0.1262856","0.354424977472255","0.116139761873351","59.8769822691293","500.115640633245","99.4390886015831","1.928153","0.966487595489931","36.002775609617","60.7501951927268","-0.218744135505705","21.367166374711","48.8623886544135","5.8842518661529","123.126676588038","304.52524"
"K6705L1_Before_DAT","Before_DAT","Charlie","31.3820764116095","31.42936","5.962789","12.23901","0.4460257","300.7757","0.002077999","402.2541","0.0198247032589401","0.747725629148342","0.1073754","0.463084606901187","0.0913209174670185","59.9489065435356","500.121096569921","99.4631927176781","1.925704","0.971421787700113","33.4942653219777","49.3735236702236","-0.906574902871237","19.8606416644907","39.7016125105963","5.87922717821441","122.942064946131","304.50783"
"K6705L1-1_Before_DAT","Before_DAT","Charlie","31.3658377248677","31.40433","5.71948","11.1987","0.2474173","301.274","0.002105266","397.3374","0.0189843132829252","0.758232172455953","0.1094235","0.56193131144827","0.088822092962963","59.8806295767196","500.118114285714","99.4460045502645","1.922667","0.96763725285722","34.3010366014072","48.0316118481921","-0.463858763343487","20.3575110488313","38.6327896910735","5.87110780714142","122.644044213972","304.47967"
"K6705L2_Before_DAT","Before_DAT","Charlie","31.2864293766938","31.33091","3.936962","10.27211","-0.2493063","246.6338","0.002094375","313.7265","0.0159627836898268","0.786142707103162","0.1098089","0.386176286829522","0.0974272158807588","59.9266516531165","500.123239295393","99.3350183739837","1.898614","0.966924541582613","39.8323238445086","50.563496217678","0.64562588752957","23.7465701934066","40.7231085802958","5.85341502492758","121.995883486546","304.41819"
"K6706L1_Before_DAT","Before_DAT","Charlie","31.7211655466667","31.76005","8.778461","14.63409","0.6634425","275.8365","0.002901358","387.0833","0.0318248708927209","0.7126024295029","0.1433561","0.0295335349836713","0.143652388533333","60.0372986666667","500.134736266667","99.19242936","2.00227","0.972800013926894","51.9298931884314","39.5171216621563","-1.62323693224677","30.2338207731718","31.6164822370361","5.97621810188527","126.53004936588","304.84164"
"K6706L2_Before_DAT","Before_DAT","Emmy","31.4462465240642","31.46616","8.885514","16.1878","-0.4426187","314.6596","0.00389468","398.9823","0.0282384964577594","0.78865553684963","0.2013677","0.0619750790004274","0.200629381283422","59.9862963636364","500.13658342246","99.075991631016","1.931692","0.968712658588704","58.1489575476075","71.9711133780039","0.469536312548421","34.3571995624786","57.8132316499214","5.90290538654619","123.813234333072","304.58976"
"K6707L1_Before_DAT","Before_DAT","Charlie","31.3480924010554","31.40849","17.44208","22.00404","-0.1823936","273.6718","0.00559282","381.5692","0.063733566995211","0.717227176616981","0.2997421","0.0552088416747596","0.301468818733509","59.9631857519789","500.14752005277","99.2394147493404","1.911846","0.969463225292968","90.4352359771331","80.2052610775207","-2.60760667750842","53.7264048508346","64.5295082635078","5.86461585038839","122.406017444429","304.45713"
"K6707L1-1_Before_DAT","Before_DAT","Charlie","31.3397595","31.47157","16.43086","21.21804","-0.1918656","260.516","0.005420991","365.6481","0.0630704448095318","0.712477379206948","0.2888388","0.0839524016281149","0.291861223157895","59.9079440526316","500.142476052632","99.2637071578947","1.934704","0.969547717572296","86.8732844282699","78.506861204659","-2.91827005460716","51.6345074663169","63.1717536582328","5.86881446230169","122.559932637633","304.47171"
